item_key,model,pew_dist,argyle_n_valid,argyle_p_hat,tv_argyle,ppa_n_valid,ppa_p_hat,tv_ppa,describe_raw,tv_describe,describe_parse
NEIGHSAMEB_W32,qwen3-8b,"[0.07869918699186992, 0.4943089430894309, 0.19528455284552845, 0.19203252032520327, 0.03967479674796748]",100,"[0.0, 0.16, 0.65, 0.19, 0.0]",0.4547154471544716,100,"[0.05, 0.15, 0.23, 0.57, 0.0]",0.4126829268292682,"{
  ""distribution"": [0.05, 0.15, 0.30, 0.35, 0.15]
}",0.3730081300813008,
NEIGHSAMEC_W32,qwen3-8b,"[0.015538847117794486, 0.2509607351712615, 0.3263157894736842, 0.3284878863826232, 0.0786967418546366]",100,"[0.0, 0.03, 0.37, 0.58, 0.02]",0.2951963241436925,100,"[0.04, 0.08, 0.23, 0.63, 0.02]",0.3259732664995823,"{
  ""distribution"": [0.02, 0.15, 0.30, 0.40, 0.13]
}",0.1272765246449457,
NEWSPREFV2_W45,qwen3-8b,"[0.08992628992628993, 0.08746928746928746, 0.4018018018018018, 0.104995904995905, 0.3158067158067158]",100,"[0.0, 0.07, 0.27, 0.2, 0.46]",0.2391973791973791,100,"[0.1, 0.04, 0.35, 0.14, 0.37]",0.0992710892710892,"{
  ""distribution"": [
    0.15,
    0.10,
    0.12,
    0.30,
    0.33
  ]
}",0.2818018018018018,
ORIENTATIONMOD_W50,qwen3-8b,"[0.029216467463479414, 0.9098988660741649, 0.034528552456839307, 0.013178057002758198, 0.013178057002758198]",100,"[0.01, 0.88, 0.07, 0.0, 0.04]",0.0622933905404025,100,"[0.05, 0.49, 0.12, 0.25, 0.09]",0.4198988660741649,"{
  ""distribution"": [
    0.15,
    0.60,
    0.05,
    0.10,
    0.10
  ]
}",0.3098988660741649,
PP1_W49,qwen3-8b,"[0.020666979802724285, 0.1592296852982621, 0.23790511977454204, 0.3233912635039925, 0.2588069516204791]",100,"[0.0, 0.0, 0.11, 0.75, 0.14]",0.4266087364960075,100,"[0.04, 0.28, 0.22, 0.34, 0.12]",0.1567120713950212,"{
  ""distribution"": [
    0.45,
    0.25,
    0.15,
    0.10,
    0.05
  ]
}",0.5201033348990136,
PWMAN2_W49,qwen3-8b,"[0.3829169087739686, 0.1167925624636839, 0.368390470656595, 0.031958163858221963, 0.0999418942475305]",100,"[0.0, 0.71, 0.05, 0.0, 0.24]",0.7332655432887856,100,"[0.13, 0.35, 0.24, 0.07, 0.21]",0.3813073794305636,"{
  ""distribution"": [
    0.35,
    0.25,
    0.15,
    0.10,
    0.15
  ]
}",0.2513073794305636,
RACESURV18a_W43,qwen3-8b,"[0.06681852695520121, 0.4510250569476082, 0.29916476841306, 0.05907365223993925, 0.12391799544419134]",100,"[0.0, 0.0, 1.0, 0.0, 0.0]",0.7008352315869399,100,"[0.02, 0.11, 0.73, 0.04, 0.1]",0.43083523158694,"{
  ""distribution"": [0.10, 0.25, 0.35, 0.20, 0.10]
}",0.2249430523917995,
RACESURV18b_W43,qwen3-8b,"[0.09291362530413626, 0.4431265206812652, 0.20027372262773724, 0.0364963503649635, 0.2271897810218978]",100,"[0.0, 0.0, 1.0, 0.0, 0.0]",0.7997262773722627,100,"[0.0, 0.1, 0.78, 0.05, 0.07]",0.5932299270072993,"{
  ""distribution"": [0.05, 0.15, 0.40, 0.25, 0.15]
}",0.4132299270072992,
RACESURV18c_W43,qwen3-8b,"[0.0425402613187481, 0.39668793679732606, 0.38726830750531754, 0.09693102400486174, 0.07657247037374658]",100,"[0.0, 0.0, 1.0, 0.0, 0.0]",0.6127316924946824,100,"[0.02, 0.05, 0.76, 0.06, 0.11]",0.4061592221209358,"{
  ""distribution"": [0.10, 0.25, 0.35, 0.20, 0.10]
}",0.1839562443026436,
RACESURV18d_W43,qwen3-8b,"[0.14900410521514368, 0.5663676448228676, 0.09578835335259236, 0.014900410521514367, 0.173939486087882]",100,"[0.0, 0.5, 0.5, 0.0, 0.0]",0.4042116466474076,100,"[0.1, 0.41, 0.38, 0.04, 0.07]",0.3093112361258933,"{
  ""distribution"": [0.12, 0.25, 0.35, 0.18, 0.10]
}",0.4193112361258933,
RACESURV18e_W43,qwen3-8b,"[0.05360668185269552, 0.352619589977221, 0.21305998481397115, 0.03826879271070615, 0.3424449506454062]",100,"[0.0, 0.06, 0.94, 0.0, 0.0]",0.7269400151860288,100,"[0.06, 0.12, 0.53, 0.03, 0.26]",0.3233333333333333,"{
  ""distribution"": [0.10, 0.25, 0.35, 0.20, 0.10]
}",0.3450645406226272,
RACESURV18f_W43,qwen3-8b,"[0.0670722433460076, 0.3767300380228137, 0.1314068441064639, 0.02053231939163498, 0.40425855513307984]",100,"[0.0, 0.07, 0.93, 0.0, 0.0]",0.7985931558935362,100,"[0.06, 0.19, 0.58, 0.02, 0.15]",0.4485931558935361,"{
  ""distribution"": [0.12, 0.25, 0.35, 0.18, 0.10]
}",0.4309885931558935,
RACESURV2_W43,qwen3-8b,"[0.6171497584541062, 0.18115942028985507, 0.042270531400966184, 0.010869565217391304, 0.14855072463768115]",100,"[0.79, 0.2, 0.01, 0.0, 0.0]",0.1916908212560386,100,"[0.52, 0.3, 0.05, 0.11, 0.02]",0.2257004830917874,"```json
{
  ""distribution"": [0.25, 0.30, 0.20, 0.15, 0.10]
}
```",0.4157004830917874,
RACESURV34a_W43,qwen3-8b,"[0.12206644315757391, 0.21365437366656506, 0.16808899725693385, 0.06949100883876867, 0.4266991770801585]",100,"[0.02, 0.47, 0.24, 0.11, 0.16]",0.3687656202377323,100,"[0.16, 0.29, 0.17, 0.17, 0.21]",0.2166991770801585,"{
  ""distribution"": [
    0.25,
    0.20,
    0.15,
    0.15,
    0.25
  ]
}",0.2084425480036573,
RACESURV34b_W43,qwen3-8b,"[0.1365571776155718, 0.2215632603406326, 0.21380778588807786, 0.06067518248175183, 0.36739659367396593]",100,"[0.02, 0.54, 0.29, 0.11, 0.04]",0.4439537712895377,100,"[0.09, 0.29, 0.19, 0.15, 0.28]",0.1577615571776155,"{
  ""distribution"": [
    0.25,
    0.20,
    0.15,
    0.15,
    0.25
  ]
}",0.2027676399026763,
RACESURV34c_W43,qwen3-8b,"[0.15776662102540698, 0.19078046554084893, 0.2031036056595162, 0.1597444089456869, 0.288604898828541]",100,"[0.33, 0.41, 0.23, 0.03, 0.0]",0.4183493077742279,100,"[0.19, 0.29, 0.23, 0.2, 0.09]",0.198604898828541,"{
  ""distribution"": [
    0.25,
    0.20,
    0.15,
    0.15,
    0.25
  ]
}",0.1014529134337441,
RACESURV34d_W43,qwen3-8b,"[0.6381878990574643, 0.17862572210398298, 0.035421100638491944, 0.02508361204013378, 0.12268166615992702]",100,"[0.67, 0.32, 0.01, 0.0, 0.0]",0.1731863788385527,100,"[0.61, 0.2, 0.09, 0.08, 0.02]",0.1308695652173913,"{
  ""distribution"": [
    0.35,
    0.25,
    0.15,
    0.10,
    0.15
  ]
}",0.2881878990574643,
RACESURV34e_W43,qwen3-8b,"[0.25232221714633774, 0.3630272574996193, 0.05451499923861733, 0.02436424546977311, 0.3057712806456525]",100,"[0.23, 0.64, 0.12, 0.01, 0.0]",0.3424577432617633,100,"[0.25, 0.32, 0.21, 0.08, 0.14]",0.2111207552916095,"{
  ""distribution"": [
    0.25,
    0.20,
    0.15,
    0.15,
    0.25
  ]
}",0.2211207552916095,
RACESURV40_W43,qwen3-8b,"[0.10984615384615384, 0.6496923076923077, 0.1453846153846154, 0.0, 0.09507692307692307]",100,"[0.0, 0.98, 0.02, 0.0, 0.0]",0.3303076923076923,100,"[0.16, 0.62, 0.16, 0.03, 0.03]",0.0947692307692307,"{
  ""distribution"": [0.35, 0.30, 0.20, 0.10, 0.05]
}",0.3947692307692307,
RACESURV41_W43,qwen3-8b,"[0.058936272160996644, 0.4266091678645584, 0.368471490177288, 0.0, 0.145983069797157]",100,"[0.0, 0.96, 0.04, 0.0, 0.0]",0.5333908321354416,100,"[0.35, 0.39, 0.17, 0.06, 0.03]",0.3510637278390033,"{
  ""distribution"": [0.25, 0.30, 0.20, 0.15, 0.10]
}",0.3410637278390033,
RACESURV44_W43,qwen3-8b,"[0.12837108953613807, 0.6045615657266142, 0.13807982740021574, 0.0, 0.1289875173370319]",100,"[0.0, 0.81, 0.19, 0.0, 0.0]",0.25735860687317,100,"[0.06, 0.51, 0.27, 0.06, 0.1]",0.1919201725997842,"{
  ""distribution"": [0.25, 0.35, 0.20, 0.10, 0.10]
}",0.2835490830636462,
RACESURV45_W43,qwen3-8b,"[0.04443672973442111, 0.31921541399062664, 0.39802117687901406, 0.0, 0.2383266793959382]",100,"[0.07, 0.91, 0.02, 0.0, 0.0]",0.6163478562749523,100,"[0.5, 0.28, 0.1, 0.07, 0.05]",0.5255632702655789,"{
  ""distribution"": [0.35, 0.25, 0.20, 0.10, 0.10]
}",0.4055632702655789,
RACESURV47a_W43,qwen3-8b,"[0.1975121359223301, 0.23270631067961164, 0.12408980582524272, 0.2503033980582524, 0.1953883495145631]",100,"[0.0, 0.02, 0.12, 0.85, 0.01]",0.5996966019417476,100,"[0.0, 0.12, 0.12, 0.75, 0.01]",0.4996966019417475,"{
  ""distribution"": [0.10, 0.25, 0.15, 0.40, 0.10]
}",0.1929004854368932,
RACESURV47b_W43,qwen3-8b,"[0.12037598544572468, 0.20830806549423894, 0.14129775621588841, 0.4105518496058217, 0.11946634323832626]",100,"[0.0, 0.09, 0.37, 0.51, 0.03]",0.3281503941782899,100,"[0.0, 0.09, 0.17, 0.74, 0.0]",0.3581503941782899,"```json
{
  ""distribution"": [0.05, 0.15, 0.20, 0.40, 0.20]
}
```",0.1392359005457853,
RACESURV47c_W43,qwen3-8b,"[0.02034001214329083, 0.05312689738919247, 0.11900425015179114, 0.7468123861566485, 0.06071645415907711]",100,"[0.0, 0.0, 0.03, 0.96, 0.01]",0.2131876138433515,100,"[0.0, 0.06, 0.18, 0.74, 0.02]",0.0678688524590164,"{
  ""distribution"": [
    0.05,
    0.15,
    0.20,
    0.40,
    0.20
  ]
}",0.3468123861566484,
RACESURV47d_W43,qwen3-8b,"[0.1676829268292683, 0.33201219512195124, 0.20213414634146343, 0.17164634146341465, 0.12652439024390244]",100,"[0.0, 0.95, 0.05, 0.0, 0.0]",0.6179878048780487,100,"[0.09, 0.53, 0.18, 0.16, 0.04]",0.1979878048780488,"{
  ""distribution"": [0.15, 0.35, 0.20, 0.20, 0.10]
}",0.0463414634146341,
RACESURV47e_W43,qwen3-8b,"[0.22922374429223744, 0.3318112633181126, 0.14124809741248098, 0.16529680365296803, 0.1324200913242009]",100,"[0.0, 0.99, 0.01, 0.0, 0.0]",0.6581887366818874,100,"[0.15, 0.68, 0.02, 0.12, 0.03]",0.3481887366818874,"{
  ""distribution"": [0.25, 0.35, 0.15, 0.15, 0.10]
}",0.0477168949771689,
RACESURV47f_W43,qwen3-8b,"[0.11895345299665348, 0.18101612412534226, 0.1524186188013386, 0.43595984180103436, 0.11165196227563128]",100,"[0.0, 0.94, 0.06, 0.0, 0.0]",0.7589838758746578,100,"[0.06, 0.68, 0.05, 0.19, 0.02]",0.4989838758746577,"{
  ""distribution"": [0.15, 0.30, 0.20, 0.25, 0.10]
}",0.1976118040766656,
RACESURV5a_W43,qwen3-8b,"[0.4633515815085158, 0.19114963503649635, 0.06265206812652069, 0.035583941605839414, 0.24726277372262773]",100,"[0.4, 0.45, 0.12, 0.03, 0.0]",0.316198296836983,100,"[0.22, 0.37, 0.17, 0.21, 0.03]",0.4606143552311435,"{
  ""distribution"": [0.35, 0.25, 0.15, 0.15, 0.10]
}",0.2606143552311435,
RACESURV5b_W43,qwen3-8b,"[0.31236673773987206, 0.30414255254340544, 0.22738349070971672, 0.09016143770941212, 0.06594578129759367]",100,"[1.0, 0.0, 0.0, 0.0, 0.0]",0.687633262260128,100,"[0.64, 0.32, 0.01, 0.02, 0.01]",0.3434907097167224,"{
  ""distribution"": [0.35, 0.25, 0.20, 0.12, 0.08]
}",0.0815260432531221,
RACESURV5c_W43,qwen3-8b,"[0.05751673767498478, 0.11320754716981132, 0.3600121728545344, 0.19430919050517345, 0.27495435179549604]",100,"[0.0, 0.05, 0.86, 0.09, 0.0]",0.4999878271454655,100,"[0.01, 0.1, 0.55, 0.31, 0.03]",0.3056786366402921,"{
  ""distribution"": [0.25, 0.20, 0.15, 0.15, 0.25]
}",0.2792757151552039,
RACESURV5d_W43,qwen3-8b,"[0.09434537418076512, 0.27023319615912206, 0.1867093430879439, 0.03475080018289895, 0.41396128638926993]",100,"[0.19, 0.71, 0.05, 0.03, 0.02]",0.5354214296601127,100,"[0.1, 0.32, 0.21, 0.13, 0.24]",0.1739612863892699,"{
  ""distribution"": [0.25, 0.20, 0.15, 0.15, 0.25]
}",0.2709038256363358,
RACESURV5e_W43,qwen3-8b,"[0.06453576864535769, 0.1512937595129376, 0.2447488584474886, 0.182648401826484, 0.3567732115677321]",100,"[0.0, 0.0, 0.9, 0.1, 0.0]",0.6552511415525114,100,"[0.02, 0.0, 0.45, 0.48, 0.05]",0.5026027397260274,"{
  ""distribution"": [0.10, 0.20, 0.30, 0.25, 0.15]
}",0.2067732115677321,
RACESURV5f_W43,qwen3-8b,"[0.10836385836385837, 0.1623931623931624, 0.17032967032967034, 0.04120879120879121, 0.5177045177045178]",100,"[0.03, 0.38, 0.47, 0.1, 0.02]",0.576068376068376,100,"[0.09, 0.27, 0.28, 0.11, 0.25]",0.2860683760683761,"{
  ""distribution"": [0.15, 0.20, 0.25, 0.20, 0.20]
}",0.3177045177045177,
RACESURV5g_W43,qwen3-8b,"[0.030755176613885507, 0.04354445797807552, 0.321863580998782, 0.3447015834348356, 0.25913520097442144]",100,"[0.0, 0.0, 0.6, 0.4, 0.0]",0.3334348355663824,100,"[0.01, 0.0, 0.41, 0.53, 0.05]",0.2734348355663825,"{
  ""distribution"": [0.10, 0.15, 0.25, 0.30, 0.20]
}",0.175700365408039,
RACESURV5h_W43,qwen3-8b,"[0.12640877246420956, 0.19433445019798964, 0.10417301248857752, 0.0487359122753579, 0.5263478525738654]",100,"[0.12, 0.24, 0.63, 0.01, 0.0]",0.5714925373134329,100,"[0.07, 0.2, 0.45, 0.22, 0.06]",0.522756625038075,"{
  ""distribution"": [0.25, 0.20, 0.15, 0.15, 0.25]
}",0.2763478525738654,
RACESURV5i_W43,qwen3-8b,"[0.4184634072274522, 0.26632250227755844, 0.06225326450045551, 0.02459763133920437, 0.22836319465532948]",100,"[0.33, 0.25, 0.4, 0.02, 0.0]",0.3377467354995445,100,"[0.15, 0.27, 0.3, 0.2, 0.08]",0.4168266018827816,"{
  ""distribution"": [0.25, 0.20, 0.15, 0.15, 0.25]
}",0.2347859095050106,
RACESURV5j_W43,qwen3-8b,"[0.07145028884159318, 0.15171784737002128, 0.4262693827911219, 0.12161751292186075, 0.22894496807540285]",100,"[0.2, 0.31, 0.44, 0.05, 0.0]",0.3005624809972636,100,"[0.24, 0.17, 0.31, 0.19, 0.09]",0.2552143508665248,"{
  ""distribution"": [0.25, 0.20, 0.15, 0.15, 0.25]
}",0.2762693827911219,
RACESURV5k_W43,qwen3-8b,"[0.018793573810245528, 0.023340406183692028, 0.18945134889360413, 0.6877841770233404, 0.08063049408911792]",100,"[0.0, 0.0, 0.0, 1.0, 0.0]",0.3122158229766596,100,"[0.01, 0.01, 0.18, 0.8, 0.0]",0.1122158229766596,"{
  ""distribution"": [0.10, 0.20, 0.30, 0.25, 0.15]
}",0.4377841770233404,
RACESURV5l_W43,qwen3-8b,"[0.8072837632776935, 0.09408194233687406, 0.014871016691957511, 0.01881638846737481, 0.06494688922610015]",100,"[0.93, 0.04, 0.0, 0.03, 0.0]",0.1338998482549317,100,"[0.46, 0.18, 0.1, 0.24, 0.02]",0.3922306525037936,"{
  ""distribution"": [0.35, 0.25, 0.15, 0.15, 0.10]
}",0.4572837632776935,
RACESURV9_W43,qwen3-8b,"[0.12557271338876633, 0.4221958255557441, 0.12591209910062787, 0.02647208552519939, 0.2998472764296623]",100,"[0.0, 1.0, 0.0, 0.0, 0.0]",0.5778041744442559,100,"[0.15, 0.31, 0.25, 0.12, 0.17]",0.2420431019854064,"{
  ""distribution"": [
    0.25,
    0.30,
    0.20,
    0.15,
    0.10
  ]
}",0.3220431019854064,
RESTRICTWHO_W45,qwen3-8b,"[0.12199539018768521, 0.09614751399407309, 0.20217319723411262, 0.5393480408297662, 0.04033585775436286]",100,"[0.06, 0.1, 0.31, 0.53, 0.0]",0.1116792887718142,100,"[0.11, 0.2, 0.28, 0.38, 0.03]",0.1816792887718142,"{
  ""distribution"": [
    0.25,
    0.20,
    0.20,
    0.15,
    0.20
  ]
}",0.3915212380638788,
ROMRELDUR_W50,qwen3-8b,"[0.12362030905077263, 0.11479028697571744, 0.16556291390728478, 0.39514348785871967, 0.20088300220750552]",100,"[0.0, 0.0, 0.19, 0.79, 0.02]",0.4192935982339956,100,"[0.06, 0.01, 0.18, 0.54, 0.21]",0.16841059602649,"{
  ""distribution"": [
    0.25,
    0.20,
    0.15,
    0.25,
    0.15
  ]
}",0.2115894039735099,
SMSHARE_W45,qwen3-8b,"[0.07827230870423153, 0.2797632098224074, 0.24402543301907476, 0.03639552729664547, 0.3615435211576409]",100,"[0.11, 0.76, 0.13, 0.0, 0.0]",0.511964481473361,100,"[0.19, 0.5, 0.14, 0.02, 0.15]",0.3319644814733611,"{
  ""distribution"": [0.20, 0.25, 0.25, 0.15, 0.15]
}",0.2413067309800482,
SOCIETY_GUNS_W92,qwen3-8b,"[0.3616707616707617, 0.1841769041769042, 0.2454054054054054, 0.1142997542997543, 0.09444717444717445]",100,"[0.61, 0.02, 0.0, 0.37, 0.0]",0.504029484029484,100,"[0.44, 0.34, 0.07, 0.14, 0.01]",0.2598525798525798,"{
  ""distribution"": [
    0.35,
    0.25,
    0.20,
    0.12,
    0.08
  ]
}",0.0715233415233415,
SOCIETY_JBCLL_W92,qwen3-8b,"[0.08861508132084771, 0.24337111877772302, 0.29788072942336125, 0.29719073435189747, 0.07294233612617053]",100,"[0.05, 0.6, 0.03, 0.32, 0.0]",0.3794381468703794,100,"[0.35, 0.44, 0.05, 0.16, 0.0]",0.4580137999014292,"{
  ""distribution"": [
    0.25,
    0.25,
    0.20,
    0.15,
    0.15
  ]
}",0.2450714637752587,
SOCIETY_RELG_W92,qwen3-8b,"[0.22148711365656168, 0.2519996050162931, 0.32507159079687964, 0.09647477041572035, 0.10496692011454528]",100,"[0.0, 0.2, 0.19, 0.6, 0.01]",0.5035252295842797,100,"[0.08, 0.24, 0.25, 0.4, 0.03]",0.3035252295842797,"{
  ""distribution"": [
    0.25,
    0.20,
    0.20,
    0.20,
    0.15
  ]
}",0.1770711958131727,
SOCIETY_RHIST_W92,qwen3-8b,"[0.3104910274107671, 0.2268783277460067, 0.19305856832971802, 0.15066061920725696, 0.11891145730625123]",100,"[0.44, 0.24, 0.01, 0.3, 0.01]",0.2919700256359692,100,"[0.43, 0.37, 0.03, 0.14, 0.03]",0.2626306448432262,"{
  ""distribution"": [
    0.35,
    0.25,
    0.20,
    0.12,
    0.08
  ]
}",0.0695720765135081,
SOCIETY_SSM_W92,qwen3-8b,"[0.18628706531376218, 0.11368338094768989, 0.33011525958033694, 0.10550684661609694, 0.2644074475421141]",100,"[0.1, 0.09, 0.0, 0.23, 0.58]",0.4400857058417889,100,"[0.03, 0.17, 0.04, 0.43, 0.33]",0.4464023248940991,"{
  ""distribution"": [
    0.10,
    0.15,
    0.25,
    0.25,
    0.25
  ]
}",0.1808097724362131,
SOCIETY_TRANS_W92,qwen3-8b,"[0.18478260869565216, 0.14535573122529644, 0.2690711462450593, 0.15632411067193677, 0.24446640316205534]",100,"[0.0, 0.06, 0.0, 0.34, 0.6]",0.539209486166008,100,"[0.02, 0.22, 0.03, 0.41, 0.32]",0.4038537549407114,"{
  ""distribution"": [
    0.05,
    0.10,
    0.20,
    0.35,
    0.30
  ]
}",0.2492094861660078,
SOCIETY_WHT_W92,qwen3-8b,"[0.06305593990907293, 0.07817750543585689, 0.64657046847203, 0.12680371614943664, 0.08539237003360348]",100,"[0.0, 0.14, 0.39, 0.42, 0.05]",0.3550187784147064,100,"[0.08, 0.24, 0.28, 0.33, 0.07]",0.3819628385056335,"{
  ""distribution"": [
    0.05,
    0.10,
    0.30,
    0.35,
    0.20
  ]
}",0.3596264083811029,
TRACKCO1a_W49,qwen3-8b,"[0.4138093001409112, 0.330201972757163, 0.17895725692813527, 0.04133395960544857, 0.035697510568341945]",100,"[0.01, 0.29, 0.69, 0.01, 0.0]",0.5110427430718648,100,"[0.23, 0.11, 0.58, 0.05, 0.03]",0.4097087834664161,"{
  ""distribution"": [0.25, 0.20, 0.25, 0.15, 0.15]
}",0.2940112728980741,
TRACKCO1b_W49,qwen3-8b,"[0.11137218045112782, 0.19407894736842105, 0.3956766917293233, 0.19830827067669174, 0.10056390977443609]",100,"[0.03, 0.51, 0.41, 0.04, 0.01]",0.3302443609022557,100,"[0.29, 0.14, 0.41, 0.14, 0.02]",0.1929511278195488,"{
  ""distribution"": [0.15, 0.25, 0.35, 0.18, 0.07]
}",0.0945488721804511,
TRACKGOV1a_W49,qwen3-8b,"[0.22458628841607564, 0.23120567375886525, 0.31725768321513004, 0.14988179669030732, 0.07706855791962175]",100,"[0.0, 0.0, 0.89, 0.11, 0.0]",0.57274231678487,100,"[0.09, 0.05, 0.68, 0.14, 0.04]",0.3627423167848699,"{
  ""distribution"": [0.15, 0.20, 0.30, 0.25, 0.10]
}",0.1230496453900709,
TRACKGOV1b_W49,qwen3-8b,"[0.09764150943396227, 0.12028301886792453, 0.33160377358490567, 0.2849056603773585, 0.16556603773584905]",100,"[0.0, 0.02, 0.89, 0.09, 0.0]",0.5583962264150943,100,"[0.09, 0.04, 0.63, 0.17, 0.07]",0.2983962264150943,"{
  ""distribution"": [0.15, 0.25, 0.35, 0.15, 0.10]
}",0.2004716981132075,
USMILSIZ_W92,qwen3-8b,"[0.06100347739692002, 0.13303527074018878, 0.4299056135121709, 0.26070541480377546, 0.11535022354694485]",100,"[0.0, 0.02, 0.38, 0.58, 0.02]",0.3192945851962245,100,"[0.04, 0.24, 0.22, 0.43, 0.07]",0.2762593144560357,"{
  ""distribution"": [
    0.20,
    0.25,
    0.25,
    0.15,
    0.15
  ]
}",0.2906110283159463,
WORRY2a_W54,qwen3-8b,"[0.21701566847269, 0.15287743447063992, 0.2666569043783863, 0.17835700688241324, 0.18509298579587055]",100,"[0.0, 0.0, 0.98, 0.02, 0.0]",0.7133430956216136,100,"[0.15, 0.01, 0.57, 0.26, 0.01]",0.3849860887392005,"{
  ""distribution"": [0.05, 0.10, 0.35, 0.25, 0.25]
}",0.2198931029433299,
WORRY2b_W54,qwen3-8b,"[0.100140383715489, 0.07814693495554516, 0.28731867103416003, 0.30978006551240056, 0.22461394478240523]",100,"[0.0, 0.0, 0.93, 0.07, 0.0]",0.6426813289658398,100,"[0.13, 0.01, 0.53, 0.25, 0.08]",0.272540945250351,"{
  ""distribution"": [0.10, 0.15, 0.35, 0.25, 0.15]
}",0.1345343940102948,
WORRY2c_W54,qwen3-8b,"[0.20301081555100847, 0.14440222157263957, 0.2870505700087694, 0.21923414206372405, 0.14630225080385853]",100,"[0.0, 0.0, 1.0, 0.0, 0.0]",0.7129494299912307,100,"[0.13, 0.02, 0.52, 0.31, 0.02]",0.3237152879275066,"{
  ""distribution"": [0.15, 0.18, 0.30, 0.20, 0.17]
}",0.0722449576147325,
WORRY2d_W54,qwen3-8b,"[0.19078273591806877, 0.16356986100950988, 0.378054133138259, 0.1745427944403804, 0.09305047549378201]",100,"[0.0, 0.0, 0.98, 0.02, 0.0]",0.601945866861741,100,"[0.12, 0.13, 0.5, 0.22, 0.03]",0.1674030724213606,"{
  ""distribution"": [0.05, 0.10, 0.30, 0.35, 0.20]
}",0.2824067300658376,
WORRY2e_W54,qwen3-8b,"[0.23736328702335205, 0.1854862548034289, 0.3347620455217263, 0.13331362695832102, 0.10907478569317174]",100,"[0.0, 0.0, 0.98, 0.02, 0.0]",0.6452379544782737,100,"[0.11, 0.04, 0.55, 0.23, 0.07]",0.3119243275199527,"{
  ""distribution"": [0.05, 0.10, 0.40, 0.30, 0.15]
}",0.2728495418267809,
